SET_SPLIT,CLIENT_ID,AGE,AMOUNT,AMOUNT:Count,AVG_SALARY,GENDER,MOST_COMMON_TRANS_OPERATION,RATIO_AMOUNT_BALANCE:Std,RATIO_MONTHLY_AMOUNT_BALANCE:Std,RATIO_YEARLY_AMOUNT_BALANCE:Std,RATIO_YEARLY_AMOUNT_BALANCE:mean,UNEMP_96,MOST_COMMON_TRANS_OPERATION:COLLECTION_FROM_OTHER_BANK,MOST_COMMON_TRANS_OPERATION:CREDIT_IN_CASH,MOST_COMMON_TRANS_OPERATION:OTHER,MOST_COMMON_TRANS_OPERATION:REMITTANCE_TO_OTHER_BANK,MOST_COMMON_TRANS_OPERATION:WITHDRAWAL_IN_CASH,GENDER:F,GENDER:M,MOST_COMMON_TRANS_OPERATION:OTHER_CREDIT_IN_CASH_COLLECTION_FROM_OTHER_BANK,AGE:18-22,AGE:22-27,AGE:27-34,AGE:34-43,AGE:44-57,AGE:58-63,AGE:64-75,AGE:75+,AMOUNT:Count:<49,AMOUNT:Count:50-90,AMOUNT:Count:90-248,AMOUNT:Count:248-301,AMOUNT:Count:301-340,AMOUNT:Count:340-394,AMOUNT:Count:394-433,AMOUNT:Count:433-566,AMOUNT:Count:+566,AMOUNT:<6281,AMOUNT:6281-24871,AMOUNT:24871-40081,AMOUNT:40081-45150,AMOUNT:45150-50220,AMOUNT:50220-70500,AMOUNT:+70500,AVG_SALARY:<8332,AVG_SALARY:8332-9440,AVG_SALARY:9440-9661,AVG_SALARY:9661-9882,AVG_SALARY:9882-10104,AVG_SALARY:10104-12320,AVG_SALARY:+12320,RATIO_AMOUNT_BALANCE:Std:<0.117,RATIO_AMOUNT_BALANCE:Std:0.117-0.443,RATIO_AMOUNT_BALANCE:Std:0.443-0.824,RATIO_AMOUNT_BALANCE:Std:0.824-0.993,RATIO_AMOUNT_BALANCE:Std:+0.993,RATIO_MONTHLY_AMOUNT_BALANCE:Std:<92.136,RATIO_MONTHLY_AMOUNT_BALANCE:Std:92.136-461,RATIO_MONTHLY_AMOUNT_BALANCE:Std:>461,RATIO_YEARLY_AMOUNT_BALANCE:Std:<184.581,RATIO_YEARLY_AMOUNT_BALANCE:Std:>184.581,RATIO_YEARLY_AMOUNT_BALANCE:mean:<0.457,RATIO_YEARLY_AMOUNT_BALANCE:mean:0.457-1.278,RATIO_YEARLY_AMOUNT_BALANCE:mean:+1.278,UNEMP_96:<1.327,UNEMP_96:1.327-2.673,UNEMP_96:2.673-3.121,UNEMP_96:3.121-4.915,UNEMP_96:4.915-6.709,UNEMP_96:+6.709
TRAIN,331,56,30597.0,368,12541,M,WITHDRAWAL_IN_CASH,0.828588731115226,1.0202597896329566,0.9901806417521626,0.3109530609275505,0.43,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
TRAIN,335,31,31124.0,181,8746,F,WITHDRAWAL_IN_CASH,0.6937165780202506,0.9207852035114911,0.8339042227642258,0.18035796865510267,3.74,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
TRAIN,338,47,18064.5,480,11277,F,WITHDRAWAL_IN_CASH,0.4541212619320291,0.6666862473209041,0.8736799644587037,0.1731422934766814,1.44,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
TRAIN,339,32,36320.0,144,12541,M,WITHDRAWAL_IN_CASH,0.43447680614077006,0.8123377495454469,0.6283282493905357,0.24742773434667206,0.43,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
TRAIN,341,21,30991.5,112,8173,M,WITHDRAWAL_IN_CASH,0.6413980420256775,1.1427374876268273,0.7728680382707598,0.18675685320556018,7.01,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
TRAIN,345,45,45120.0,200,8114,M,WITHDRAWAL_IN_CASH,0.6630921116931933,0.9957667558888609,0.9229180839542311,0.17270724673949384,2.62,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
TRAIN,347,39,35096.0,173,8678,M,WITHDRAWAL_IN_CASH,0.7501009158538668,0.9817918788105843,0.871886014614683,0.2823995148479553,5.57,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
TRAIN,349,71,6300.0,354,10446,F,WITHDRAWAL_IN_CASH,0.5488450127147195,1.1399252106512052,0.8266096626146382,0.6129248958753191,9.4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
TRAIN,351,25,26172.0,379,12541,M,WITHDRAWAL_IN_CASH,0.779138658176336,0.9748559749040601,0.9144644397325602,0.1875263482949336,0.43,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
TRAIN,352,58,60000.0,488,8772,M,WITHDRAWAL_IN_CASH,0.4645504435392754,0.6896571374242154,0.6069047941345239,1.0,4.98,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
TRAIN,353,33,63200.0,168,9920,M,WITHDRAWAL_IN_CASH,0.5225816404336019,0.979118030010186,0.5222801043513955,0.28960429246805736,2.87,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
TRAIN,354,76,16300.0,92,8208,F,WITHDRAWAL_IN_CASH,0.5360382167202992,1.07205685675513,0.8195212495514349,0.17108076251926338,2.26,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
TRAIN,356,19,16155.0,137,12541,F,REMITTANCE_TO_OTHER_BANK,0.45650845915878996,1.3331702668645202,0.5330901898683832,0.10712778077357826,0.43,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
TRAIN,358,39,22935.0,175,9920,F,REMITTANCE_TO_OTHER_BANK,0.6023963648065995,0.9903608118700147,0.6093881986761428,0.08622340845389442,2.87,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
TRAIN,360,55,11200.0,164,8208,M,WITHDRAWAL_IN_CASH,0.46346161298011795,0.8601706867390316,0.7303989948860931,0.12063628255050557,2.26,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
TRAIN,361,21,46581.0,165,10673,F,CREDIT_IN_CASH,0.45520896699418695,1.3512073067905552,0.5694233707276755,0.09011847155819558,5.44,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
TRAIN,362,48,39680.0,51,8867,F,WITHDRAWAL_IN_CASH,0.7827028943521701,95.79042904289796,348.83101391647875,0.47129392975512313,1.21,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
TRAIN,364,56,64100.0,364,9897,F,WITHDRAWAL_IN_CASH,0.6250625673212783,0.9749174408667147,0.7906600397562631,0.25688961176328123,1.96,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
TRAIN,365,69,9000.0,366,12541,M,WITHDRAWAL_IN_CASH,0.1736712137747215,0.23377046582071806,0.7718725770809283,0.12398126654518686,0.43,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
TRAIN,367,35,2925.0,174,8441,F,WITHDRAWAL_IN_CASH,0.3548212449983883,0.8589846005352505,0.5409718753020977,0.484,4.48,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
TRAIN,369,68,6800.0,163,9920,F,WITHDRAWAL_IN_CASH,0.3517810070114646,0.5319461485083065,0.7103367115201346,0.1386030309583091,2.87,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
TRAIN,370,43,35360.0,175,8678,F,WITHDRAWAL_IN_CASH,0.5460874439947792,0.9192553838138147,0.6957521267552766,0.1887126942681949,5.57,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
TRAIN,372,66,4430.0,111,9675,M,WITHDRAWAL_IN_CASH,0.5768809807743255,1.3640617441865055,0.8359849883732637,0.652267818574514,7.68,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
TRAIN,373,62,8600.0,345,8427,M,WITHDRAWAL_IN_CASH,0.4334914281258452,0.6631708250390574,0.9567554600738389,0.16891452388912312,1.54,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
TRAIN,374,31,33120.0,74,10787,M,WITHDRAWAL_IN_CASH,0.8841904201157598,1.2615265057425422,1.0596324217707764,0.21912721276327232,3.09,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
TRAIN,375,29,13700.0,42,8814,F,CREDIT_IN_CASH,0.3160093481272721,0.6086991997399128,0.639826679062195,0.5892351274787535,5.74,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
TRAIN,378,20,28320.0,140,8187,M,REMITTANCE_TO_OTHER_BANK,0.5834105727237453,0.9974659662601015,0.6435591406193696,0.13411388336699845,5.45,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
TRAIN,380,25,17595.0,196,9832,M,WITHDRAWAL_IN_CASH,0.36881427520214977,0.8503495889214683,0.721841839597326,0.200730337773893,4.48,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
TRAIN,381,21,3442.0,141,8746,F,WITHDRAWAL_IN_CASH,0.35610146738690157,0.6493454815928028,0.6420482704911349,0.10826172217860251,3.74,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
TRAIN,385,50,11700.0,10,8390,M,CREDIT_IN_CASH,0.8995806697716915,4.329878559652369,0.8995806697716908,0.19733333333333333,2.89,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
TRAIN,387,71,13350.0,357,8369,M,WITHDRAWAL_IN_CASH,0.36495693568250814,0.6120382553567149,0.7129964853848371,0.09774231511155662,5.88,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
TRAIN,388,48,25200.0,289,9198,F,WITHDRAWAL_IN_CASH,0.36254508875252855,0.8094984486409283,0.5245227113124865,0.15759046333727092,4.28,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
TRAIN,389,24,63700.0,374,9538,F,WITHDRAWAL_IN_CASH,0.48877954694716114,0.9187252574969219,0.5890374978861828,0.2478656558130153,1.81,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
TRAIN,390,21,30888.0,138,9538,F,CREDIT_IN_CASH,0.41738270998899085,1.0545916939031752,0.5150486104384353,0.08256745247696921,1.81,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
TRAIN,391,65,9200.0,309,9538,F,WITHDRAWAL_IN_CASH,0.3814308076980796,0.6396049165853145,0.7869455742785201,0.8506043732174385,1.81,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
TRAIN,392,48,24969.0,396,10673,F,WITHDRAWAL_IN_CASH,0.6889598975965902,0.806086917419022,1.046475436823545,0.28569472290367176,5.44,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
TRAIN,396,78,6200.0,153,12541,M,WITHDRAWAL_IN_CASH,0.2884747058766079,1.1578698062658594,0.42382472111326674,0.38539879540062055,0.43,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
TRAIN,397,68,12600.0,125,8819,M,WITHDRAWAL_IN_CASH,0.6233464603917299,1.1465428180344532,0.7355681147409909,0.2440514367008036,5.66,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
TRAIN,398,73,6700.0,85,8814,F,REMITTANCE_TO_OTHER_BANK,0.519199161805603,1.4170938628095726,0.5686992958185836,0.1461577821050361,5.74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
TRAIN,399,46,29400.0,463,8390,M,WITHDRAWAL_IN_CASH,0.46052612696399453,0.6129020869969003,0.8752661028855545,0.1652208514135153,2.89,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
TRAIN,403,25,33590.0,129,8388,F,WITHDRAWAL_IN_CASH,0.7754848999027916,1.4279018914316053,1.0380118451769302,0.4046841843228548,2.94,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
TRAIN,405,64,7700.0,200,8403,F,WITHDRAWAL_IN_CASH,0.48024580293857777,0.8089025787672804,0.8294761307501045,0.24094828124308418,5.72,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
TRAIN,407,23,2998.0,141,8746,F,REMITTANCE_TO_OTHER_BANK,0.413774367712214,1.0113739287918966,0.4780663316563389,0.0611219666344828,3.74,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
TRAIN,408,20,31360.0,454,8867,F,WITHDRAWAL_IN_CASH,0.39398161300715717,0.6147163467854156,0.9198164982221586,0.2118322074438151,1.21,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
TRAIN,409,73,5800.0,176,10673,M,WITHDRAWAL_IN_CASH,0.49651439629578864,1.3265180682636792,0.656956171842832,0.1091241196514606,5.44,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
TRAIN,413,26,7980.0,176,8208,F,WITHDRAWAL_IN_CASH,0.43250635312763075,0.9539758339098247,0.6766497013364735,0.4161417961504009,2.26,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
TRAIN,416,66,10000.0,390,12541,F,WITHDRAWAL_IN_CASH,0.23614151039148443,0.35522397531058736,0.9923675355595326,0.29938378417466843,0.43,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
TRAIN,419,28,7320.0,114,9624,F,WITHDRAWAL_IN_CASH,0.48463483697975623,0.9599873956099835,0.6002393050223418,0.5599487754121979,2.31,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
TRAIN,421,33,23100.0,394,9897,M,WITHDRAWAL_IN_CASH,0.6234702085393293,0.8039568582135409,0.8907711416039714,0.36191828644986523,1.96,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
TRAIN,422,52,24646.0,359,8173,M,WITHDRAWAL_IN_CASH,0.4876503493328281,0.6598302750509607,16.139420458918348,0.36581828749142525,7.01,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
TRAIN,423,41,40320.0,416,9065,M,WITHDRAWAL_IN_CASH,0.5705237864206014,0.7061184938429004,0.8643840294666516,0.2620656571484646,5.39,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
TRAIN,424,51,51900.0,377,12541,M,WITHDRAWAL_IN_CASH,0.4417896771794924,0.6844702087915798,1473.7619047614696,0.4961656073389796,0.43,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0
TRAIN,426,61,10486.0,105,8994,M,WITHDRAWAL_IN_CASH,0.6361195939210339,1.2903228538485565,0.8620770763164509,0.19307163593780582,4.79,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
TRAIN,430,78,11250.0,270,10446,M,WITHDRAWAL_IN_CASH,0.43320414893824377,0.7786413412272812,0.6428252452238075,0.11016364889872637,9.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
TRAIN,432,46,22100.0,364,8444,F,WITHDRAWAL_IN_CASH,0.3106889327541383,0.5297571195039167,0.8525786430192166,0.296067570242839,3.47,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
TRAIN,433,43,22200.0,231,8544,M,WITHDRAWAL_IN_CASH,0.5205677687407163,0.7971042978240909,0.6423473946421392,0.16531925914937187,1.86,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
TRAIN,435,31,3103.0,179,8547,M,WITHDRAWAL_IN_CASH,0.32050132631567707,0.7962525292628633,0.6275215203801557,0.08467296468992029,3.64,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
TRAIN,436,43,10700.0,459,8507,M,REMITTANCE_TO_OTHER_BANK,0.2610404618687565,0.4493407265443948,296.9807692307836,0.41971275849036227,1.85,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
TRAIN,437,79,11000.0,207,9622,F,WITHDRAWAL_IN_CASH,0.6076406113568602,1.2936329263456146,0.6472066540564976,0.13789629384360333,0.59,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
TRAIN,438,60,36306.0,138,9272,M,WITHDRAWAL_IN_CASH,0.9082899838931416,1.4532302850835193,1.0378581916392668,0.2727156559608551,3.22,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
TRAIN,439,30,39700.0,466,8541,F,WITHDRAWAL_IN_CASH,0.705816462608317,0.9361392441768865,0.8540813860109973,0.17825139214578833,2.97,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
TRAIN,440,28,16160.0,526,9045,F,REMITTANCE_TO_OTHER_BANK,0.39531910842317325,0.7507755841570039,0.6272267851859116,0.1425240485742158,3.6,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
TRAIN,441,39,58700.0,334,12541,M,WITHDRAWAL_IN_CASH,0.5297301411871947,0.6971750284735461,0.8267715609773857,0.25976031034363983,0.43,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
TRAIN,442,27,3570.0,91,12541,F,WITHDRAWAL_IN_CASH,0.3498070919165788,0.9737068040586829,0.6411628874832959,0.0798926331136397,0.43,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
TRAIN,444,38,26490.0,463,10673,F,REMITTANCE_TO_OTHER_BANK,0.7106230012949577,0.8419521952574838,0.7666983353093101,0.2260745376011903,5.44,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
